dataset,algorithm,run_id,score,global_accuracy,personalized_accuracy,mean_client_accuracy,p10_client_accuracy,coefficient_mean,coefficient_variance,mean_abs_coefficient_delta,clipping_frequency,unstable,run_dir
Shakespeare,AdaProxDitto,adaditto_jr0.5_seed0,0.5118270968097872,0.5099788974249342,0.5118270968097872,0.5041105096207648,0.4387692307692308,0.086175778961935,0.0006610040670385615,0.0020896729035522134,0.0,0,/home/hipra/projects/PFLlib/experiments/runs/shakespeare_shift/Shakespeare/AdaProxDitto/adaditto_jr0.5_seed0
Shakespeare,Ditto,ditto_jr0.5_lam0.1,0.5121994951933023,0.5099651048922114,0.5121994951933023,0.5054627794803372,0.4358974358974359,0.1,0.0,0.0,0.0,0,/home/hipra/projects/PFLlib/experiments/runs/shakespeare_shift/Shakespeare/Ditto/ditto_jr0.5_lam0.1
Shakespeare,Ditto,ditto_jr0.5_lam0.5,0.511261602968153,0.5099651048922114,0.511261602968153,0.5042198876224989,0.4590769230769231,0.5,0.0,0.0,0.0,0,/home/hipra/projects/PFLlib/experiments/runs/shakespeare_shift/Shakespeare/Ditto/ditto_jr0.5_lam0.5
Shakespeare,Ditto,ditto_jr0.5_lam1.0,0.5108202419210239,0.5099651048922114,0.5108202419210239,0.503207774030392,0.4525897435897436,1.0,0.0,0.0,0.0,0,/home/hipra/projects/PFLlib/experiments/runs/shakespeare_shift/Shakespeare/Ditto/ditto_jr0.5_lam1.0
Shakespeare,Ditto,ditto_jr0.5_lam0,0.44526433388963216,0.5099651048922114,0.44526433388963216,0.3772938597126897,0.25,0.0,0.0,0.0,0.0,0,/home/hipra/projects/PFLlib/experiments/runs/shakespeare_shift/Shakespeare/Ditto/ditto_jr0.5_lam0
