round,client_id,Li,Lg,g_pos,mu_final,acc_global,acc_personalized,mu_prev,g_raw,g_pos_clipped,mu_star,mu_smoothed,mu_bounded,warmup_active
0,7,2.273937463760376,0.0,0.0,0.05,17.894736842105264,17.894736842105264,0.05,0.0,0.0,0.08,0.059,0.059,1
0,9,2.3174819946289062,0.0,0.0,0.05,2.34375,3.125,0.05,0.0,0.0,0.08,0.059,0.059,1
0,17,2.295107126235962,0.0,0.0,0.05,15.234375,18.359375,0.05,0.0,0.0,0.08,0.059,0.059,1
0,12,2.3078997135162354,0.0,0.0,0.05,1.5625,1.5625,0.05,0.0,0.0,0.08,0.059,0.059,1
0,18,2.2831358909606934,0.0,0.0,0.05,17.1875,13.671875,0.05,0.0,0.0,0.08,0.059,0.059,1
0,15,2.2955408096313477,0.0,0.0,0.05,12.890625,16.40625,0.05,0.0,0.0,0.08,0.059,0.059,1
0,14,2.3016295433044434,0.0,0.0,0.05,2.734375,3.125,0.05,0.0,0.0,0.08,0.059,0.059,1
0,16,2.3730130195617676,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.08,0.059,0.059,1
0,1,2.290294647216797,0.0,0.0,0.05,10.81081081081081,10.81081081081081,0.05,0.0,0.0,0.08,0.059,0.059,1
0,5,2.348872661590576,0.0,0.0,0.05,0.390625,0.390625,0.05,0.0,0.0,0.08,0.059,0.059,1
0,4,2.3032379150390625,0.0,0.0,0.05,2.797202797202797,2.797202797202797,0.05,0.0,0.0,0.08,0.059,0.059,1
0,2,2.271758794784546,0.0,0.0,0.05,20.491803278688526,14.754098360655737,0.05,0.0,0.0,0.08,0.059,0.059,1
0,8,2.3186118602752686,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.08,0.059,0.059,1
0,0,2.293484687805176,0.0,0.0,0.05,16.751269035532996,14.213197969543147,0.05,0.0,0.0,0.08,0.059,0.059,1
0,13,2.308898687362671,0.0,0.0,0.05,2.5,1.25,0.05,0.0,0.0,0.08,0.059,0.059,1
0,11,2.3342185020446777,0.0,0.0,0.05,3.515625,0.78125,0.05,0.0,0.0,0.08,0.059,0.059,1
0,6,2.3163187503814697,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.08,0.059,0.059,1
0,19,2.3106255531311035,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.08,0.059,0.059,1
0,10,2.332296371459961,0.0,0.0,0.05,0.4291845493562232,0.4291845493562232,0.05,0.0,0.0,0.08,0.059,0.059,1
0,3,2.328497886657715,0.0,0.0,0.05,0.0,0.5263157894736842,0.05,0.0,0.0,0.08,0.059,0.059,1
1,9,2.0832905769348145,2.308399200439453,0.0,0.05,50.0,92.578125,0.05,-0.10260564521819501,0.0,0.08,0.059,0.059,1
1,16,1.688261866569519,2.308399200439453,0.0,0.05,99.609375,100.0,0.05,-0.31285477752800733,0.0,0.08,0.059,0.059,1
1,18,2.31829833984375,2.308399200439453,0.004279144846033343,0.05,19.140625,98.828125,0.05,0.004279144846033343,0.004279144846033343,0.08342331587682668,0.060026994763048,0.060026994763048,1
1,8,2.0117337703704834,2.308399200439453,0.0,0.05,80.46875,100.0,0.05,-0.13755737425287742,0.0,0.08,0.059,0.059,1
1,4,2.1620256900787354,2.308399200439453,0.0,0.05,18.88111888111888,66.43356643356644,0.05,-0.06550869549228575,0.0,0.08,0.059,0.059,1
1,1,2.487684488296509,2.308399200439453,0.07479805565298672,0.05,2.7027027027027026,62.16216216216216,0.05,0.07479805565298672,0.07479805565298672,0.1398384445223894,0.07695153335671681,0.07695153335671681,1
1,5,2.651096820831299,2.308399200439453,0.13841915097610627,0.05,0.390625,98.4375,0.05,0.13841915097610627,0.13841915097610627,0.190735320780885,0.0922205962342655,0.0922205962342655,1
1,6,2.106677532196045,2.308399200439453,0.0,0.05,54.255319148936174,69.14893617021276,0.05,-0.09144221990444133,0.0,0.08,0.059,0.059,1
1,2,2.4697070121765137,2.308399200439453,0.06754522728458962,0.05,0.0,89.34426229508196,0.05,0.06754522728458962,0.06754522728458962,0.13403618182767169,0.07521085454830151,0.07521085454830151,1
1,13,2.1809496879577637,2.308399200439453,0.0,0.05,18.75,74.375,0.05,-0.05679387861468278,0.0,0.08,0.059,0.059,1
1,15,2.2548630237579346,2.308399200439453,0.0,0.05,0.78125,94.921875,0.05,-0.023465069616651298,0.0,0.08,0.059,0.059,1
1,10,2.0296871662139893,2.308399200439453,0.0,0.05,38.197424892703864,83.69098712446352,0.05,-0.1286726210247899,0.0,0.08,0.059,0.059,1
1,7,2.077439546585083,2.308399200439453,0.0,0.05,11.578947368421053,65.26315789473684,0.05,-0.10541814879559419,0.0,0.08,0.059,0.059,1
1,14,2.1284291744232178,2.308399200439453,0.0,0.05,7.03125,97.65625,0.05,-0.08117006626336537,0.0,0.08,0.059,0.059,1
1,3,2.2767302989959717,2.308399200439453,0.0,0.05,4.7368421052631575,94.73684210526316,0.05,-0.013813963121727585,0.0,0.08,0.059,0.059,1
1,0,2.1576271057128906,2.308399200439453,0.0,0.05,35.025380710659896,71.57360406091371,0.05,-0.06754524151748137,0.0,0.08,0.059,0.059,1
1,19,2.224482297897339,2.308399200439453,0.0,0.05,3.515625,95.703125,0.05,-0.03703008387834305,0.0,0.08,0.059,0.059,1
1,17,2.2090303897857666,2.308399200439453,0.0,0.05,4.296875,86.328125,0.05,-0.04400061568709319,0.0,0.08,0.059,0.059,1
1,12,2.095834970474243,2.308399200439453,0.0,0.05,15.625,91.796875,0.05,-0.09660226914700107,0.0,0.08,0.059,0.059,1
1,11,2.219522476196289,2.308399200439453,0.0,0.05,4.6875,82.8125,0.05,-0.03926222537692225,0.0,0.08,0.059,0.059,1
2,5,2.8243443965911865,2.294708049297333,0.20767064105992888,0.10884095385438294,0.390625,98.4375,0.05,0.20767064105992888,0.20767064105992888,0.24613651284794313,0.10884095385438294,0.10884095385438294,0
2,16,0.8311605453491211,2.294708049297333,0.0,0.059,99.609375,100.0,0.05,-1.0155379235322963,0.0,0.08,0.059,0.059,0
2,10,1.4539364576339722,2.294708049297333,0.0,0.059,60.94420600858369,91.41630901287553,0.05,-0.4563309448736745,0.0,0.08,0.059,0.059,0
2,6,1.8303159475326538,2.294708049297333,0.0,0.059,63.829787234042556,72.34042553191489,0.05,-0.22611702180342177,0.0,0.08,0.059,0.059,0
2,13,1.862068772315979,2.294708049297333,0.0,0.059,38.75,88.75,0.05,-0.20891750995119351,0.0,0.08,0.059,0.059,0
2,9,1.7401493787765503,2.294708049297333,0.0,0.059,64.0625,96.484375,0.05,-0.2766346629833638,0.0,0.08,0.059,0.059,0
2,4,1.9572769403457642,2.294708049297333,0.0,0.059,45.45454545454545,75.52447552447552,0.05,-0.15905143193618196,0.0,0.08,0.059,0.059,0
2,2,2.779881715774536,2.294708049297333,0.19180275396895033,0.10503266095254807,0.819672131147541,86.06557377049181,0.05,0.19180275396895033,0.19180275396895033,0.2334422031751603,0.10503266095254807,0.10503266095254807,0
2,15,2.0878679752349854,2.294708049297333,0.0,0.059,6.640625,97.65625,0.05,-0.09446218558371916,0.0,0.08,0.059,0.059,0
2,14,1.7622472047805786,2.294708049297333,0.0,0.059,37.5,98.4375,0.05,-0.2640158069630483,0.0,0.08,0.059,0.059,0
2,8,1.6599410772323608,2.294708049297333,0.0,0.059,83.984375,100.0,0.05,-0.32382351602350523,0.0,0.08,0.059,0.059,0
2,11,1.8166195154190063,2.294708049297333,0.0,0.059,19.921875,93.359375,0.05,-0.2336282577834108,0.0,0.08,0.059,0.059,0
2,7,1.7414966821670532,2.294708049297333,0.0,0.059,45.26315789473684,94.73684210526316,0.05,-0.27586071673700113,0.0,0.08,0.059,0.059,0
2,18,2.406372308731079,2.294708049297333,0.04751472337721019,0.07040353361053045,20.3125,99.609375,0.05,0.04751472337721019,0.04751472337721019,0.11801177870176816,0.07040353361053045,0.07040353361053045,0
2,3,2.00463604927063,2.294708049297333,0.0,0.059,17.894736842105264,97.36842105263158,0.05,-0.13514310043397237,0.0,0.08,0.059,0.059,0
2,19,1.8683505058288574,2.294708049297333,0.0,0.059,25.78125,99.21875,0.05,-0.20554966363242183,0.0,0.08,0.059,0.059,0
2,17,1.9999070167541504,2.294708049297333,0.0,0.059,17.578125,94.921875,0.05,-0.13750493528664195,0.0,0.08,0.059,0.059,0
2,0,1.9405310153961182,2.294708049297333,0.0,0.059,44.67005076142132,86.29441624365482,0.05,-0.1676439680925976,0.0,0.08,0.059,0.059,0
2,12,1.770998477935791,2.294708049297333,0.0,0.059,47.65625,93.75,0.05,-0.25906212313399035,0.0,0.08,0.059,0.059,0
2,1,2.6947572231292725,2.294708049297333,0.16070249168883233,0.09756859800531975,0.0,67.56756756756756,0.05,0.16070249168883233,0.16070249168883233,0.20856199335106584,0.09756859800531975,0.09756859800531975,0
3,12,1.3472819328308105,2.2517582082748415,0.0,0.0653,75.0,96.484375,0.059,-0.5136221541989757,0.0,0.08,0.0653,0.0653,0
3,15,1.5578196048736572,2.2517582082748415,0.0,0.0653,46.484375,93.75,0.059,-0.36842418058447984,0.0,0.08,0.0653,0.0653,0
3,17,1.5440412759780884,2.2517582082748415,0.0,0.0653,58.59375,95.3125,0.059,-0.3773081505347725,0.0,0.08,0.0653,0.0653,0
3,19,1.4384102821350098,2.2517582082748415,0.0,0.0653,76.171875,99.21875,0.059,-0.448172801427079,0.0,0.08,0.0653,0.0653,0
3,5,2.7951009273529053,2.2517582082748415,0.21615687809508916,0.15206631844088944,0.390625,97.65625,0.10884095385438294,0.21615687809508916,0.21615687809508916,0.2529255024760713,0.15206631844088944,0.15206631844088944,0
3,11,1.3839092254638672,2.2517582082748415,0.0,0.0653,65.234375,94.921875,0.059,-0.48679906767027914,0.0,0.08,0.0653,0.0653,0
3,3,1.3594976663589478,2.2517582082748415,0.0,0.0653,63.68421052631579,99.47368421052632,0.059,-0.5045960655020214,0.0,0.08,0.0653,0.0653,0
3,13,1.3283369541168213,2.2517582082748415,0.0,0.0653,74.375,91.25,0.059,-0.5277835844950087,0.0,0.08,0.0653,0.0653,0
3,10,1.0823638439178467,2.2517582082748415,0.0,0.0653,77.25321888412017,94.84978540772532,0.059,-0.7325639384709799,0.0,0.08,0.0653,0.0653,0
3,4,1.5714612007141113,2.2517582082748415,0.0,0.0653,65.73426573426573,87.41258741258741,0.059,-0.35970544742118504,0.0,0.08,0.0653,0.0653,0
3,16,0.47083964943885803,2.2517582082748415,0.0,0.0653,97.265625,100.0,0.059,-1.5649490101465509,0.0,0.08,0.0653,0.0653,0
3,6,1.463789939880371,2.2517582082748415,0.0,0.0653,79.7872340425532,88.29787234042553,0.059,-0.430682413015313,0.0,0.08,0.0653,0.0653,0
