round,client_id,Li,Lg,g_pos,mu_final,acc_global,mu_prev,g_raw,g_pos_clipped,mu_star,mu_smoothed,mu_bounded,warmup_active
0,5,4.62040901184082,0.0,0.0,0.05,0.9302325581395349,0.05,0.0,0.0,0.08,0.059,0.059,1
0,16,4.585237503051758,0.0,0.0,0.05,0.4,0.05,0.0,0.0,0.08,0.059,0.059,1
0,11,4.6170172691345215,0.0,0.0,0.05,0.398406374501992,0.05,0.0,0.0,0.08,0.059,0.059,1
0,18,4.6185150146484375,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.08,0.059,0.059,1
0,13,4.59953498840332,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.08,0.059,0.059,1
0,12,4.604155540466309,0.0,0.0,0.05,0.4065040650406504,0.05,0.0,0.0,0.08,0.059,0.059,1
0,3,4.613091945648193,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.08,0.059,0.059,1
0,17,4.605217933654785,0.0,0.0,0.05,8.585858585858587,0.05,0.0,0.0,0.08,0.059,0.059,1
0,6,4.600754261016846,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.08,0.059,0.059,1
0,9,4.59329891204834,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.08,0.059,0.059,1
0,10,4.598711967468262,0.0,0.0,0.05,3.864734299516908,0.05,0.0,0.0,0.08,0.059,0.059,1
0,2,4.607304096221924,0.0,0.0,0.05,1.4563106796116505,0.05,0.0,0.0,0.08,0.059,0.059,1
0,4,4.6077880859375,0.0,0.0,0.05,2.0202020202020203,0.05,0.0,0.0,0.08,0.059,0.059,1
0,8,4.610321521759033,0.0,0.0,0.05,1.9047619047619047,0.05,0.0,0.0,0.08,0.059,0.059,1
0,0,4.614977836608887,0.0,0.0,0.05,0.4424778761061947,0.05,0.0,0.0,0.08,0.059,0.059,1
0,1,4.601016998291016,0.0,0.0,0.05,0.43859649122807015,0.05,0.0,0.0,0.08,0.059,0.059,1
0,19,4.604539394378662,0.0,0.0,0.05,0.5128205128205128,0.05,0.0,0.0,0.08,0.059,0.059,1
0,7,4.61168098449707,0.0,0.0,0.05,1.3157894736842106,0.05,0.0,0.0,0.08,0.059,0.059,1
0,14,4.5938262939453125,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.08,0.059,0.059,1
0,15,4.614678382873535,0.0,0.0,0.05,0.42735042735042733,0.05,0.0,0.0,0.08,0.059,0.059,1
1,14,4.528528690338135,4.6062610149383545,0.0,0.05,3.2388663967611335,0.05,-0.017019373899526163,0.0,0.08,0.059,0.059,1
1,8,4.5911149978637695,4.6062610149383545,0.0,0.05,0.0,0.05,-0.003293554751254383,0.0,0.08,0.059,0.059,1
1,16,4.55558967590332,4.6062610149383545,0.0,0.05,6.4,0.05,-0.011061489058790796,0.0,0.08,0.059,0.059,1
1,5,4.659169673919678,4.6062610149383545,0.011420782418966116,0.05,0.0,0.05,0.011420782418966116,0.011420782418966116,0.0891366259351729,0.06174098778055186,0.06174098778055186,1
1,17,4.571249008178711,4.6062610149383545,0.0,0.05,1.5151515151515151,0.05,-0.0076299947267383025,0.0,0.08,0.059,0.059,1
1,1,4.584721565246582,4.6062610149383545,0.0,0.05,0.0,0.05,-0.004687091698849393,0.0,0.08,0.059,0.059,1
1,7,4.673995494842529,4.6062610149383545,0.01459780395310257,0.05,0.43859649122807015,0.05,0.01459780395310257,0.01459780395310257,0.09167824316248206,0.06250347294874462,0.06250347294874462,1
1,15,4.622302055358887,4.6062610149383545,0.0034763931109648098,0.05,0.0,0.05,0.0034763931109648098,0.0034763931109648098,0.08278111448877185,0.059834334346631546,0.059834334346631546,1
1,6,4.569420337677002,4.6062610149383545,0.0,0.05,0.0,0.05,-0.008030112147665112,0.0,0.08,0.059,0.059,1
1,18,4.714324951171875,4.6062610149383545,0.02318926704720557,0.05,0.44052863436123346,0.05,0.02318926704720557,0.02318926704720557,0.09855141363776446,0.06456542409132933,0.06456542409132933,1
1,12,4.654273986816406,4.6062610149383545,0.010369466123508697,0.05,0.0,0.05,0.010369466123508697,0.010369466123508697,0.08829557289880696,0.06148867186964209,0.06148867186964209,1
1,3,4.628793716430664,4.6062610149383545,0.004879829478590441,0.05,0.0,0.05,0.004879829478590441,0.004879829478590441,0.08390386358287236,0.0601711590748617,0.0601711590748617,1
1,10,4.605484485626221,4.6062610149383545,0.0,0.05,1.4492753623188406,0.05,-0.000168595476772518,0.0,0.08,0.059,0.059,1
1,11,4.641158103942871,4.6062610149383545,0.007547458190681005,0.05,0.398406374501992,0.05,0.007547458190681005,0.007547458190681005,0.08603796655254481,0.060811389965763435,0.060811389965763435,1
1,4,4.622811317443848,4.6062610149383545,0.0035865620323913315,0.05,3.5353535353535355,0.05,0.0035865620323913315,0.0035865620323913315,0.08286924962591306,0.059860774887773915,0.059860774887773915,1
1,13,4.600436210632324,4.6062610149383545,0.0,0.05,3.6036036036036037,0.05,-0.001265340855212972,0.0,0.08,0.059,0.059,1
1,19,4.5655388832092285,4.6062610149383545,0.0,0.05,1.5384615384615385,0.05,-0.008879914450884593,0.0,0.08,0.059,0.059,1
1,9,4.489055156707764,4.6062610149383545,0.0,0.05,0.0,0.05,-0.025774221393165184,0.0,0.08,0.059,0.059,1
1,0,4.653010368347168,4.6062610149383545,0.010097932897259675,0.05,0.4424778761061947,0.05,0.010097932897259675,0.010097932897259675,0.08807834631780774,0.06142350389534232,0.06142350389534232,1
1,2,4.614335536956787,4.6062610149383545,0.0017514103386872509,0.05,0.0,0.05,0.0017514103386872509,0.0017514103386872509,0.08140112827094981,0.05942033848128494,0.05942033848128494,1
2,11,4.55114221572876,4.606625914573669,0.0,0.059,6.374501992031872,0.05,-0.012117445393545444,0.0,0.08,0.059,0.059,0
2,4,4.5344719886779785,4.606625914573669,0.0,0.059,2.0202020202020203,0.05,-0.01578703675978051,0.0,0.08,0.059,0.059,0
2,8,4.656179428100586,4.606625914573669,0.010699563324287162,0.06156789519782892,0.47619047619047616,0.05,0.010699563324287162,0.010699563324287162,0.08855965065942974,0.06156789519782892,0.06156789519782892,0
2,3,4.67803430557251,4.606625914573669,0.015382318184021658,0.0626917563641652,0.0,0.05,0.015382318184021658,0.015382318184021658,0.09230585454721733,0.0626917563641652,0.0626917563641652,0
2,5,4.591044902801514,4.606625914573669,0.0,0.059,0.0,0.05,-0.0033880374612042857,0.0,0.08,0.059,0.059,0
2,2,4.652798652648926,4.606625914573669,0.009973216014473596,0.06139357184347366,0.4854368932038835,0.05,0.009973216014473596,0.009973216014473596,0.08797857281157888,0.06139357184347366,0.06139357184347366,0
2,18,4.782541275024414,4.606625914573669,0.03747636934130334,0.0679943286419128,0.0,0.05,0.03747636934130334,0.03747636934130334,0.10998109547304268,0.0679943286419128,0.0679943286419128,0
2,16,4.5009965896606445,4.606625914573669,0.0,0.059,1.6,0.05,-0.023196846625764614,0.0,0.08,0.059,0.059,0
2,7,4.508607387542725,4.606625914573669,0.0,0.059,3.9473684210526314,0.05,-0.021507360673935022,0.0,0.08,0.059,0.059,0
2,17,4.637935161590576,4.606625914573669,0.00677357559764612,0.06062565814343507,1.0101010101010102,0.05,0.00677357559764612,0.00677357559764612,0.08541886047811689,0.06062565814343507,0.06062565814343507,0
2,15,4.623961448669434,4.606625914573669,0.0037561107993130715,0.05990146659183514,2.1367521367521367,0.05,0.0037561107993130715,0.0037561107993130715,0.08300488863945046,0.05990146659183514,0.05990146659183514,0
2,9,4.486265182495117,4.606625914573669,0.0,0.059,6.666666666666667,0.05,-0.02647513554170656,0.0,0.08,0.059,0.059,0
2,13,4.5857253074646,4.606625914573669,0.0,0.059,0.0,0.05,-0.004547398717785909,0.0,0.08,0.059,0.059,0
2,10,4.655920028686523,4.606625914573669,0.010643850986854305,0.06155452423684503,0.0,0.05,0.010643850986854305,0.010643850986854305,0.08851508078948345,0.06155452423684503,0.06155452423684503,0
2,12,4.642427444458008,4.606625914573669,0.007741702253752428,0.06085800854090058,0.8130081300813008,0.05,0.007741702253752428,0.007741702253752428,0.08619336180300194,0.06085800854090058,0.06085800854090058,0
2,14,4.530283451080322,4.606625914573669,0.0,0.059,0.0,0.05,-0.016711173746011387,0.0,0.08,0.059,0.059,0
2,1,4.589268207550049,4.606625914573669,0.0,0.059,3.0701754385964914,0.05,-0.003775103838662162,0.0,0.08,0.059,0.059,0
2,6,4.533459663391113,4.606625914573669,0.0,0.059,0.42735042735042733,0.05,-0.01601031265723541,0.0,0.08,0.059,0.059,0
2,19,4.4942803382873535,4.606625914573669,0.0,0.059,6.153846153846154,0.05,-0.02469013085930213,0.0,0.08,0.059,0.059,0
2,0,4.621199131011963,4.606625914573669,0.0031585402736553,0.05975804966567727,0.4424778761061947,0.05,0.0031585402736553,0.0031585402736553,0.08252683221892425,0.05975804966567727,0.05975804966567727,0
3,13,4.531767845153809,4.604978978633881,0.0,0.0653,0.9009009009009009,0.059,-0.016025988601955313,0.0,0.08,0.0653,0.0653,0
3,18,4.669743537902832,4.604978978633881,0.013966048408904003,0.07494788166747592,3.5242290748898677,0.0679943286419128,0.013966048408904003,0.013966048408904003,0.0911728387271232,0.07494788166747592,0.07494788166747592,0
3,10,4.710372447967529,4.604978978633881,0.022628876058495156,0.07251909721983035,3.864734299516908,0.06155452423684503,0.022628876058495156,0.022628876058495156,0.09810310084679613,0.07251909721983035,0.07251909721983035,0
3,4,4.4946980476379395,4.604978978633881,0.0,0.0653,0.5050505050505051,0.059,-0.024239614239960523,0.0,0.08,0.0653,0.0653,0
3,12,4.602763652801514,4.604978978633881,0.0,0.0666006059786304,3.252032520325203,0.06085800854090058,-0.00048118761763320575,0.0,0.08,0.0666006059786304,0.0666006059786304,0
3,0,4.461923122406006,4.604978978633881,0.0,0.06583063476597409,5.3097345132743365,0.05975804966567727,-0.03155823826747163,0.0,0.08,0.06583063476597409,0.06583063476597409,0
3,19,4.388270378112793,4.604978978633881,0.0,0.0653,9.743589743589743,0.059,-0.04820294655542188,0.0,0.08,0.0653,0.0653,0
3,11,4.422889709472656,4.604978978633881,0.0,0.0653,8.764940239043824,0.059,-0.040344841815130664,0.0,0.08,0.0653,0.0653,0
3,1,4.480384349822998,4.604978978633881,0.0,0.0653,5.2631578947368425,0.059,-0.027429269617966857,0.0,0.08,0.0653,0.0653,0
