round,test_acc_global,train_loss_global,test_acc_personalized,train_loss_personalized,mu,time_cost
0,0.058376649340263896,2.3127055686749793,0.058376649340263896,2.3127055686749793,0.0,0.0
1,0.9052379048380648,0.3021371449320026,0.9052379048380648,0.3021371449320026,0.0,15.908141613006592
2,0.9304278288684527,0.21259165290382623,0.9304278288684527,0.21259165290382623,0.0,15.771945476531982
3,0.9418518306962929,0.18000247611420114,0.9418518306962929,0.18000247611420114,0.0,15.728908777236938
4,0.9461929513908722,0.15787421567206653,0.9461929513908722,0.15787421567206653,0.0,16.605905532836914
5,0.9485919917747186,0.14573677143259384,0.9485919917747186,0.14573677143259384,0.0,22.97301745414734
6,0.9463643114182898,0.14288036347389732,0.9463643114182898,0.14288036347389732,0.0,28.476123332977295
7,0.9530473524875764,0.12118034641712125,0.9530473524875764,0.12118034641712125,0.0,27.40803837776184
8,0.9533329525332724,0.11722880756226771,0.9533329525332724,0.11722880756226771,0.0,29.58578872680664
9,0.9564745530359284,0.1104547356873262,0.9564745530359284,0.1104547356873262,0.0,28.899158000946045
10,0.9573884731821557,0.10604327291229691,0.9573884731821557,0.10604327291229691,0.0,27.985586404800415
11,0.9585308733649397,0.10133990105699515,0.9585308733649397,0.10133990105699515,0.0,27.49777317047119
12,0.960587193693951,0.10079736000973319,0.960587193693951,0.10079736000973319,0.0,28.779044151306152
13,0.9617295938767351,0.09392255193873632,0.9617295938767351,0.09392255193873632,0.0,28.78223419189453
14,0.9612726338036214,0.09209792683395113,0.9612726338036214,0.09209792683395113,0.0,27.07302689552307
15,0.9635574341691895,0.08738434729059774,0.9635574341691895,0.08738434729059774,0.0,28.334101676940918
16,0.9617867138858742,0.08641186850854748,0.9617867138858742,0.08641186850854748,0.0,29.4285888671875
17,0.9619009539041526,0.08651766262185293,0.9619009539041526,0.08651766262185293,0.0,28.68105721473694
18,0.9647569543611128,0.08210394047363487,0.9647569543611128,0.08210394047363487,0.0,27.835181951522827
19,0.9644713543154166,0.07948311868065394,0.9644713543154166,0.07948311868065394,0.0,28.939538955688477
20,0.9633289541326326,0.08091010283964412,0.9633289541326326,0.08091010283964412,0.0,28.974671602249146
21,0.9641857542697206,0.07741739075664986,0.9641857542697206,0.07741739075664986,0.0,28.519580125808716
22,0.9645284743245559,0.07556216600085566,0.9645284743245559,0.07556216600085566,0.0,27.989802598953247
23,0.9652139144342263,0.0730434690945615,0.9652139144342263,0.0730434690945615,0.0,29.30352807044983
24,0.9666419146627063,0.06947930546067352,0.9666419146627063,0.06947930546067352,0.0,28.91715669631958
25,0.9656708745073399,0.06842026354944922,0.9656708745073399,0.06842026354944922,0.0,27.05985188484192
26,0.967955674872908,0.06356137280317692,0.967955674872908,0.06356137280317692,0.0,28.502747535705566
27,0.9675558348089336,0.06356347115731077,0.9675558348089336,0.06356347115731077,0.0,29.02819561958313
28,0.9671559947449592,0.06296424218182077,0.9671559947449592,0.06296424218182077,0.0,28.577332019805908
29,0.969098075055692,0.05905097635491897,0.969098075055692,0.05905097635491897,0.0,27.922476530075073
30,0.967955674872908,0.060476937759159036,0.967955674872908,0.060476937759159036,0.0,28.285337448120117
31,0.9686411149825784,0.05853812589024515,0.9686411149825784,0.05853812589024515,0.0,28.881126642227173
32,0.9670417547266807,0.056464262638257615,0.9670417547266807,0.056464262638257615,0.0,28.071446418762207
33,0.9680699148911864,0.05730506118115211,0.9680699148911864,0.05730506118115211,0.0,27.96036171913147
34,0.9677271948363512,0.056197224909097836,0.9677271948363512,0.056197224909097836,0.0,29.165889501571655
35,0.9677843148454903,0.05473310130283075,0.9677843148454903,0.05473310130283075,0.0,29.185086965560913
36,0.969098075055692,0.051182328611519425,0.969098075055692,0.051182328611519425,0.0,28.386051416397095
37,0.9665276746444279,0.05117892008296494,0.9665276746444279,0.05117892008296494,0.0,29.40056800842285
38,0.9684126349460216,0.04971131425936971,0.9684126349460216,0.04971131425936971,0.0,29.151398181915283
39,0.969098075055692,0.04738638168508623,0.969098075055692,0.04738638168508623,0.0,27.979978799819946
40,0.9678414348546296,0.04843852639657379,0.9678414348546296,0.04843852639657379,0.0,27.114856243133545
41,0.9697835151653624,0.04473659853241578,0.9697835151653624,0.04473659853241578,0.0,29.616323947906494
42,0.969669275147084,0.045147504069698315,0.969669275147084,0.045147504069698315,0.0,29.265753269195557
43,0.9700119952019193,0.041516328879019244,0.9700119952019193,0.041516328879019244,0.0,28.831138134002686
44,0.9705831952933113,0.040524685244766157,0.9705831952933113,0.040524685244766157,0.0,28.251256942749023
45,0.9697263951562233,0.04096207450154286,0.9697263951562233,0.04096207450154286,0.0,29.194337844848633
46,0.9694979151196664,0.04138098650550187,0.9694979151196664,0.04138098650550187,0.0,28.403316497802734
47,0.9702975952476153,0.03925784017551437,0.9702975952476153,0.03925784017551437,0.0,27.902911901474
48,0.9712115153938424,0.03732448024307391,0.9712115153938424,0.03732448024307391,0.0,29.01173496246338
49,0.9712115153938424,0.03620395058698106,0.9712115153938424,0.03620395058698106,0.0,29.46085476875305
50,0.9721825555492088,0.034776756727069556,0.9721825555492088,0.034776756727069556,0.0,29.629576921463013
51,0.9711543953847033,0.03296346718667304,0.9711543953847033,0.03296346718667304,0.0,28.958792686462402
52,0.9710401553664249,0.03500946295139479,0.9710401553664249,0.03500946295139479,0.0,29.189908742904663
53,0.9713257554121209,0.03111954282767049,0.9713257554121209,0.03111954282767049,0.0,29.918007135391235
54,0.9713828754212601,0.03173661507039086,0.9713828754212601,0.03173661507039086,0.0,28.927132606506348
55,0.9716113554578168,0.03081552815740075,0.9716113554578168,0.03081552815740075,0.0,28.75059938430786
56,0.9712686354029817,0.030364604313582243,0.9712686354029817,0.030364604313582243,0.0,29.58757972717285
57,0.9713828754212601,0.028877000086051235,0.9713828754212601,0.028877000086051235,0.0,29.05717158317566
58,0.970526075284172,0.031396546864042786,0.970526075284172,0.031396546864042786,0.0,27.282063007354736
59,0.9704118352658937,0.028629532364489618,0.9704118352658937,0.028629532364489618,0.0,28.690781831741333
60,0.9718398354943737,0.025962740302890846,0.9718398354943737,0.025962740302890846,0.0,29.59027910232544
61,0.9714971154395384,0.025841957914535283,0.9714971154395384,0.025841957914535283,0.0,29.60550355911255
62,0.9721825555492088,0.02450174996018427,0.9721825555492088,0.02450174996018427,0.0,27.89611268043518
63,0.9705831952933113,0.026390671402971147,0.9705831952933113,0.026390671402971147,0.0,29.843862056732178
64,0.9711543953847033,0.023779007860008965,0.9711543953847033,0.023779007860008965,0.0,29.305067539215088
65,0.9726395156223225,0.021697791440073024,0.9726395156223225,0.021697791440073024,0.0,28.39561104774475
66,0.9704689552750329,0.023744604226842103,0.9704689552750329,0.023744604226842103,0.0,29.218727111816406
67,0.9725252756040441,0.021383217818965537,0.9725252756040441,0.021383217818965537,0.0,29.68419337272644
68,0.9713828754212601,0.021108126682950396,0.9713828754212601,0.021108126682950396,0.0,29.11156153678894
69,0.9713828754212601,0.021217894542423153,0.9713828754212601,0.021217894542423153,0.0,28.326147079467773
70,0.9722967955674873,0.020845285921742722,0.9722967955674873,0.020845285921742722,0.0,29.590861797332764
71,0.9718398354943737,0.02034875650731117,0.9718398354943737,0.02034875650731117,0.0,29.918089628219604
72,0.9726395156223225,0.018431719777460227,0.9726395156223225,0.018431719777460227,0.0,27.49957823753357
73,0.9722967955674873,0.019284910712701792,0.9722967955674873,0.019284910712701792,0.0,27.696829557418823
74,0.9726966356314617,0.017510191516025553,0.9726966356314617,0.017510191516025553,0.0,28.825255155563354
75,0.9720683155309305,0.01772443306559401,0.9720683155309305,0.01772443306559401,0.0,29.64598774909973
76,0.9717827154852344,0.016861288282530307,0.9717827154852344,0.016861288282530307,0.0,28.854110717773438
77,0.9722396755583481,0.01707680282456796,0.9722396755583481,0.01707680282456796,0.0,28.79764676094055
78,0.9721254355400697,0.01559616427923885,0.9721254355400697,0.01559616427923885,0.0,28.869800090789795
79,0.9725823956131833,0.014961430086912536,0.9725823956131833,0.014961430086912536,0.0,28.374396800994873
80,0.9728108756497401,0.015160868142093121,0.9728108756497401,0.015160868142093121,0.0,27.045767784118652
81,0.9726966356314617,0.014067022387641112,0.9726966356314617,0.014067022387641112,0.0,28.458620309829712
82,0.9720683155309305,0.01501147602844646,0.9720683155309305,0.01501147602844646,0.0,29.0958034992218
83,0.9722967955674873,0.015650606620526173,0.9722967955674873,0.015650606620526173,0.0,28.57436203956604
84,0.9728108756497401,0.01389576496779894,0.9728108756497401,0.01389576496779894,0.0,28.011264324188232
85,0.9716684754669561,0.014682762109993872,0.9716684754669561,0.014682762109993872,0.0,29.2018404006958
86,0.9728108756497401,0.012629772037120358,0.9728108756497401,0.012629772037120358,0.0,29.103795766830444
87,0.9721254355400697,0.012785825174722694,0.9721254355400697,0.012785825174722694,0.0,27.64204478263855
88,0.9710401553664249,0.013370345650193216,0.9710401553664249,0.013370345650193216,0.0,28.09075665473938
89,0.9724110355857657,0.011413987140053641,0.9724110355857657,0.011413987140053641,0.0,28.503741025924683
90,0.9729251156680185,0.010736023984213586,0.9729251156680185,0.010736023984213586,0.0,29.226977586746216
91,0.9728108756497401,0.011372930941196218,0.9728108756497401,0.011372930941196218,0.0,27.054808139801025
92,0.9731535957045753,0.010451947825009238,0.9731535957045753,0.010451947825009238,0.0,28.369565963745117
93,0.9724110355857657,0.010597185079574115,0.9724110355857657,0.010597185079574115,0.0,28.2590594291687
94,0.9725823956131833,0.010357678957017969,0.9725823956131833,0.010357678957017969,0.0,27.287760496139526
95,0.9718969555035128,0.01094263387254408,0.9718969555035128,0.01094263387254408,0.0,28.15602135658264
96,0.9728108756497401,0.010626286248844137,0.9728108756497401,0.010626286248844137,0.0,28.33713173866272
97,0.9726966356314617,0.009852043512639345,0.9726966356314617,0.009852043512639345,0.0,28.247844696044922
98,0.9739532758325241,0.009358623614767803,0.9739532758325241,0.009358623614767803,0.0,26.928131818771362
99,0.9724110355857657,0.00921752588394721,0.9724110355857657,0.00921752588394721,0.0,27.80827045440674
100,0.9728679956588793,0.00924451554668152,0.9728679956588793,0.00924451554668152,0.0,28.345953226089478
101,0.9727537556406008,0.008855860061621772,0.9727537556406008,0.008855860061621772,0.0,27.56522250175476
102,0.9726395156223225,0.008307571262704693,0.9726395156223225,0.008307571262704693,0.0,26.888696670532227
103,0.9716113554578168,0.008695130190709152,0.9716113554578168,0.008695130190709152,0.0,28.24703097343445
104,0.9724110355857657,0.008003339239607677,0.9724110355857657,0.008003339239607677,0.0,28.17503309249878
105,0.9723539155766265,0.007637235634492784,0.9723539155766265,0.007637235634492784,0.0,26.79934310913086
106,0.9726395156223225,0.00794975334165078,0.9726395156223225,0.00794975334165078,0.0,27.819968700408936
107,0.9725252756040441,0.007732190970889744,0.9725252756040441,0.007732190970889744,0.0,28.669485807418823
108,0.9728679956588793,0.007093210839710371,0.9728679956588793,0.007093210839710371,0.0,28.032495498657227
109,0.9718969555035128,0.007369637623949121,0.9718969555035128,0.007369637623949121,0.0,27.11677098274231
110,0.9728679956588793,0.007214317644261243,0.9728679956588793,0.007214317644261243,0.0,28.24210238456726
111,0.9723539155766265,0.006806327638344232,0.9723539155766265,0.006806327638344232,0.0,28.119093894958496
112,0.9729822356771577,0.006483508606079045,0.9729822356771577,0.006483508606079045,0.0,27.34547710418701
113,0.9726966356314617,0.006435011161356294,0.9726966356314617,0.006435011161356294,0.0,26.850354194641113
114,0.9724681555949048,0.006291262818322615,0.9724681555949048,0.006291262818322615,0.0,28.316181182861328
115,0.9723539155766265,0.006206150034431897,0.9723539155766265,0.006206150034431897,0.0,28.165464401245117
116,0.9725252756040441,0.006777310540979818,0.9725252756040441,0.006777310540979818,0.0,26.771769762039185
117,0.9720111955217913,0.006116855360523641,0.9720111955217913,0.006116855360523641,0.0,27.777153253555298
118,0.9725823956131833,0.00566277545714956,0.9725823956131833,0.00566277545714956,0.0,28.384870529174805
119,0.9726395156223225,0.005627414827844946,0.9726395156223225,0.005627414827844946,0.0,27.690780639648438
120,0.9720111955217913,0.006803205275608501,0.9720111955217913,0.006803205275608501,0.0,26.8716938495636
121,0.9726966356314617,0.005349030492818765,0.9726966356314617,0.005349030492818765,0.0,28.028475284576416
122,0.9719540755126521,0.005856123162264046,0.9719540755126521,0.005856123162264046,0.0,28.23550581932068
123,0.9732107157137145,0.0052712483864948145,0.9732107157137145,0.0052712483864948145,0.0,26.80964422225952
