round,client_id,Li,Lg,g_pos,mu_final,acc_global,acc_personalized,mu_prev,g_raw,g_pos_clipped,mu_star,mu_smoothed,mu_bounded,warmup_active
3,18,0.7879214286804199,2.25105895280838,0.0,0.0653,83.984375,97.65625,0.059,-1.0497576468327607,0.0,0.08,0.0653,0.0653,0
3,2,1.4369257688522339,2.25105895280838,0.0,0.0653,49.23076923076923,89.23076923076923,0.059,-0.44889479993740783,0.0,0.08,0.0653,0.0653,0
3,12,2.0652194023132324,2.25105895280838,0.0,0.08918577673262726,22.265625,93.359375,0.09312253818946753,-0.08616428192760743,0.0,0.08,0.08918577673262726,0.08918577673262726,0
3,16,1.947391152381897,2.25105895280838,0.0,0.06727154450708439,29.545454545454547,87.72727272727273,0.061816492152977714,-0.14491014424286017,0.0,0.08,0.06727154450708439,0.06727154450708439,0
3,4,0.8763494491577148,2.25105895280838,0.0,0.0653,78.89908256880734,96.3302752293578,0.059,-0.9433910972487819,0.0,0.08,0.0653,0.0653,0
3,10,2.0354156494140625,2.25105895280838,0.0,0.0697902845167424,18.75,98.046875,0.06541469216677487,-0.10070070235472776,0.0,0.08,0.0697902845167424,0.0697902845167424,0
3,17,2.238542079925537,2.25105895280838,0.0,0.0653,1.171875,99.21875,0.059,-0.005575954373788916,0.0,0.08,0.0653,0.0653,0
3,19,1.2246689796447754,2.25105895280838,0.0,0.0653,65.234375,95.703125,0.059,-0.6087301606845218,0.0,0.08,0.0653,0.0653,0
3,11,2.4151439666748047,2.25105895280838,0.07035814736584983,0.09719353927044015,5.46875,97.265625,0.08043940557519456,0.07035814736584983,0.07035814736584983,0.13628651789267987,0.09719353927044015,0.09719353927044015,0
3,14,0.6228151917457581,2.25105895280838,0.0,0.0653,85.85858585858585,95.95959595959596,0.059,-1.284906186240653,0.0,0.08,0.0653,0.0653,0
3,5,0.8981247544288635,2.25105895280838,0.0,0.0653,80.46875,100.0,0.059,-0.9188470400733811,0.0,0.08,0.0653,0.0653,0
3,6,1.1115530729293823,2.25105895280838,0.0,0.0653,66.40625,99.609375,0.059,-0.7056425444294374,0.0,0.08,0.0653,0.0653,0
3,0,1.103989839553833,2.25105895280838,0.0,0.0653,83.33333333333333,66.66666666666667,0.059,-0.7124700020644303,0.0,0.08,0.0653,0.0653,0
3,9,0.8436729907989502,2.25105895280838,0.0,0.0653,75.390625,95.3125,0.059,-0.9813910549043959,0.0,0.08,0.0653,0.0653,0
3,3,1.1354738473892212,2.25105895280838,0.0,0.0653,75.8974358974359,95.38461538461539,0.059,-0.6843506963288687,0.0,0.08,0.0653,0.0653,0
3,13,1.6751700639724731,2.25105895280838,0.0,0.0653,45.65217391304348,63.04347826086956,0.059,-0.29548605880983814,0.0,0.08,0.0653,0.0653,0
3,8,2.1852359771728516,2.25105895280838,0.0,0.06769359040640377,13.28125,89.453125,0.06241941486629111,-0.029676929633961617,0.0,0.08,0.06769359040640377,0.06769359040640377,0
4,12,1.659704327583313,2.1770302028656006,0.0,0.08643004371283908,41.015625,94.53125,0.08918577673262726,-0.27132218375179407,0.0,0.08,0.08643004371283908,0.08643004371283908,0
4,19,1.0122928619384766,2.1770302028656006,0.0,0.06971,66.40625,98.828125,0.0653,-0.7657437322211155,0.0,0.08,0.06971,0.06971,0
4,6,0.8930273652076721,2.1770302028656006,0.0,0.06971,68.359375,98.4375,0.0653,-0.891099703614988,0.0,0.08,0.06971,0.06971,0
4,1,1.7318729162216187,2.1770302028656006,0.0,0.07749878198524862,29.166666666666668,83.33333333333333,0.07642683140749802,-0.22875822115088418,0.0,0.08,0.07749878198524862,0.07749878198524862,0
4,4,0.8892062902450562,2.1770302028656006,0.0,0.06971,66.97247706422019,92.66055045871559,0.0653,-0.8953876719885867,0.0,0.08,0.06971,0.06971,0
4,11,2.2909462451934814,2.1770302028656006,0.05100328372528934,0.10427626558337755,5.859375,97.265625,0.09719353927044015,0.05100328372528934,0.05100328372528934,0.12080262698023148,0.10427626558337755,0.10427626558337755,0
4,9,0.8143415451049805,2.1770302028656006,0.0,0.06971,69.921875,94.140625,0.0653,-0.9833370604885782,0.0,0.08,0.06971,0.06971,0
4,7,1.4354623556137085,2.1770302028656006,0.0,0.06971,44.921875,82.8125,0.0653,-0.4164746570502632,0.0,0.08,0.06971,0.06971,0
4,13,1.5065197944641113,2.1770302028656006,0.0,0.06971,56.52173913043478,58.69565217391305,0.0653,-0.3681594348553838,0.0,0.08,0.06971,0.06971,0
4,18,0.5992941856384277,2.1770302028656006,0.0,0.06971,88.28125,96.875,0.0653,-1.2899643171675201,0.0,0.08,0.06971,0.06971,0
4,14,0.635259211063385,2.1770302028656006,0.0,0.06971,75.75757575757575,93.93939393939394,0.0653,-1.2316838016095992,0.0,0.08,0.06971,0.06971,0
4,5,0.6807236075401306,2.1770302028656006,0.0,0.06971,87.109375,100.0,0.0653,-1.1625605635371146,0.0,0.08,0.06971,0.06971,0
4,16,1.724564552307129,2.1770302028656006,0.0,0.07109008115495907,47.27272727272727,93.18181818181819,0.06727154450708439,-0.23298706939716485,0.0,0.08,0.07109008115495907,0.07109008115495907,0
4,17,1.902743935585022,2.1770302028656006,0.0,0.06971,1.953125,98.046875,0.0653,-0.13466463413569954,0.0,0.08,0.06971,0.06971,0
4,8,2.1110472679138184,2.1770302028656006,0.0,0.07138551328448264,12.109375,87.5,0.06769359040640377,-0.030777495771809917,0.0,0.08,0.07138551328448264,0.07138551328448264,0
4,10,1.632507085800171,2.1770302028656006,0.0,0.07285319916171967,39.453125,97.65625,0.0697902845167424,-0.28784473162312574,0.0,0.08,0.07285319916171967,0.07285319916171967,0
4,3,0.9679970145225525,2.1770302028656006,0.0,0.06971,83.07692307692308,97.43589743589743,0.0653,-0.8104879259178479,0.0,0.08,0.06971,0.06971,0
4,2,1.188814640045166,2.1770302028656006,0.0,0.06971,63.07692307692308,89.23076923076923,0.0653,-0.6050049420725285,0.0,0.08,0.06971,0.06971,0
4,15,1.7701302766799927,2.1770302028656006,0.0,0.06971,35.714285714285715,50.0,0.0653,-0.20690850819666393,0.0,0.08,0.06971,0.06971,0
4,0,0.7804948687553406,2.1770302028656006,0.0,0.06971,83.33333333333333,83.33333333333333,0.0653,-1.0257887609075989,0.0,0.08,0.06971,0.06971,0
5,11,1.9752198457717896,2.090541032361984,0.0,0.09699338590836429,5.078125,98.4375,0.10427626558337755,-0.05674319288302851,0.0,0.08,0.09699338590836429,0.09699338590836429,0
5,1,1.4468684196472168,2.090541032361984,0.0,0.07824914738967403,33.333333333333336,83.33333333333333,0.07749878198524862,-0.3680213872011003,0.0,0.08,0.07824914738967403,0.07824914738967403,0
5,10,1.2865664958953857,2.090541032361984,0.0,0.07499723941320377,56.640625,98.4375,0.07285319916171967,-0.4854458577991813,0.0,0.08,0.07499723941320377,0.07499723941320377,0
5,2,1.035094141960144,2.090541032361984,0.0,0.072797,70.76923076923077,95.38461538461539,0.06971,-0.7029305137612712,0.0,0.08,0.072797,0.072797,0
5,9,0.7221853733062744,2.090541032361984,0.0,0.072797,81.25,94.921875,0.06971,-1.062896313884033,0.0,0.08,0.072797,0.072797,0
5,4,0.8108973503112793,2.090541032361984,0.0,0.072797,77.06422018348624,95.41284403669725,0.06971,-0.947036696713627,0.0,0.08,0.072797,0.072797,0
5,5,0.5506219863891602,2.090541032361984,0.0,0.072797,85.546875,100.0,0.06971,-1.3341296416371182,0.0,0.08,0.072797,0.072797,0
5,18,0.49313926696777344,2.090541032361984,0.0,0.072797,80.46875,98.046875,0.06971,-1.4443865401938898,0.0,0.08,0.072797,0.072797,0
5,0,0.5507383942604065,2.090541032361984,0.0,0.072797,66.66666666666667,100.0,0.06971,-1.3339182523923059,0.0,0.08,0.072797,0.072797,0
5,15,1.4507644176483154,2.090541032361984,0.0,0.072797,28.571428571428573,57.142857142857146,0.06971,-0.36533229542122037,0.0,0.08,0.072797,0.072797,0
5,13,1.5396032333374023,2.090541032361984,0.0,0.072797,52.17391304347826,63.04347826086956,0.06971,-0.30589815538303794,0.0,0.08,0.072797,0.072797,0
5,8,2.067518949508667,2.090541032361984,0.0,0.07396985929913785,11.71875,92.96875,0.07138551328448264,-0.011073586286908093,0.0,0.08,0.07396985929913785,0.07396985929913785,0
5,14,0.5864704847335815,2.090541032361984,0.0,0.072797,80.8080808080808,96.96969696969697,0.06971,-1.2710558239323795,0.0,0.08,0.072797,0.072797,0
5,19,0.8944944143295288,2.090541032361984,0.0,0.072797,70.703125,98.046875,0.06971,-0.8489195137531722,0.0,0.08,0.072797,0.072797,0
5,3,0.8559207320213318,2.090541032361984,0.0,0.072797,86.15384615384616,98.46153846153847,0.06971,-0.8930004026424828,0.0,0.08,0.072797,0.072797,0
5,16,1.4107064008712769,2.090541032361984,0.0,0.07376305680847134,52.27272727272727,92.27272727272727,0.07109008115495907,-0.393332324869597,0.0,0.08,0.07376305680847134,0.07376305680847134,0
5,17,1.3424533605575562,2.090541032361984,0.0,0.072797,25.390625,99.609375,0.06971,-0.4429240909114858,0.0,0.08,0.072797,0.072797,0
5,7,1.4538880586624146,2.090541032361984,0.0,0.072797,37.890625,85.9375,0.06971,-0.3631815099333189,0.0,0.08,0.072797,0.072797,0
5,6,0.7892683744430542,2.090541032361984,0.0,0.072797,72.65625,99.609375,0.06971,-0.9740717626729752,0.0,0.08,0.072797,0.072797,0
5,12,1.2582381963729858,2.090541032361984,0.0,0.08450103059898735,52.734375,94.921875,0.08643004371283908,-0.5077104108278381,0.0,0.08,0.08450103059898735,0.08450103059898735,0
6,14,0.526986837387085,1.9961535460424424,0.0,0.0749579,86.86868686868686,95.95959595959596,0.072797,-1.3318017950871395,0.0,0.08,0.0749579,0.0749579,0
6,0,0.8625786900520325,1.9961535460424424,0.0,0.0749579,66.66666666666667,100.0,0.072797,-0.8390509946173438,0.0,0.08,0.0749579,0.0749579,0
6,4,0.750870406627655,1.9961535460424424,0.0,0.0749579,82.56880733944953,96.3302752293578,0.072797,-0.9777442966873435,0.0,0.08,0.0749579,0.0749579,0
6,17,1.2117117643356323,1.9961535460424424,0.0,0.0749579,34.375,100.0,0.072797,-0.4991880574034048,0.0,0.08,0.0749579,0.0749579,0
6,12,1.0660573244094849,1.9961535460424424,0.0,0.08315072141929114,62.5,93.359375,0.08450103059898735,-0.6272549978935638,0.0,0.08,0.08315072141929114,0.08315072141929114,0
6,8,1.943842887878418,1.9961535460424424,0.0,0.07577890150939649,13.28125,87.890625,0.07396985929913785,-0.026555217891075823,0.0,0.08,0.07577890150939649,0.07577890150939649,0
6,1,1.0911511182785034,1.9961535460424424,0.0,0.07877440317277182,45.833333333333336,70.83333333333333,0.07824914738967403,-0.6039888868458734,0.0,0.08,0.07877440317277182,0.07877440317277182,0
6,11,1.9710382223129272,1.9961535460424424,0.0,0.091895370135855,7.8125,96.484375,0.09699338590836429,-0.012661681413662343,0.0,0.08,0.091895370135855,0.091895370135855,0
6,7,1.1969032287597656,1.9961535460424424,0.0,0.0749579,39.453125,86.328125,0.072797,-0.5114845199647713,0.0,0.08,0.0749579,0.0749579,0
6,18,0.5001745223999023,1.9961535460424424,0.0,0.0749579,82.421875,99.21875,0.072797,-1.3840202834842419,0.0,0.08,0.0749579,0.0749579,0
6,15,1.488247275352478,1.9961535460424424,0.0,0.0749579,50.0,57.142857142857146,0.072797,-0.2936229978188921,0.0,0.08,0.0749579,0.0749579,0
6,13,1.135402798652649,1.9961535460424424,0.0,0.0749579,58.69565217391305,69.56521739130434,0.072797,-0.5642346213516897,0.0,0.08,0.0749579,0.0749579,0
6,6,0.6713066101074219,1.9961535460424424,0.0,0.0749579,75.0,99.21875,0.072797,-1.0897513932783602,0.0,0.08,0.0749579,0.0749579,0
6,3,0.8530515432357788,1.9961535460424424,0.0,0.0749579,86.15384615384616,98.46153846153847,0.072797,-0.8501574025752923,0.0,0.08,0.0749579,0.0749579,0
6,9,0.6062403321266174,1.9961535460424424,0.0,0.0749579,83.984375,95.3125,0.072797,-1.1917008741852897,0.0,0.08,0.0749579,0.0749579,0
6,16,1.4115391969680786,1.9961535460424424,0.0,0.07563413976592993,60.45454545454545,91.81818181818181,0.07376305680847134,-0.3465413616789782,0.0,0.08,0.07563413976592993,0.07563413976592993,0
6,10,1.2414464950561523,1.9961535460424424,0.0,0.07649806758924263,60.15625,97.65625,0.07499723941320377,-0.4749448707374356,0.0,0.08,0.07649806758924263,0.07649806758924263,0
6,2,0.7696840167045593,1.9961535460424424,0.0,0.0749579,66.15384615384616,89.23076923076923,0.072797,-0.9529973100973333,0.0,0.08,0.0749579,0.0749579,0
6,19,0.8863428235054016,1.9961535460424424,0.0,0.0749579,70.3125,99.609375,0.072797,-0.8118735647705364,0.0,0.08,0.0749579,0.0749579,0
6,5,0.5147924423217773,1.9961535460424424,0.0,0.0749579,84.765625,100.0,0.072797,-1.355213571562411,0.0,0.08,0.0749579,0.0749579,0
7,2,0.8696373701095581,1.8941581988339424,0.0,0.07647053,78.46153846153847,93.84615384615384,0.0749579,-0.7784534815590359,0.0,0.08,0.07647053,0.07647053,0
7,13,1.5018178224563599,1.8941581988339424,0.0,0.07647053,45.65217391304348,67.3913043478261,0.0749579,-0.23209826019810417,0.0,0.08,0.07647053,0.07647053,0
7,1,1.215004324913025,1.8941581988339424,0.0,0.07914208222094027,50.0,75.0,0.07877440317277182,-0.4440268782508309,0.0,0.08,0.07914208222094027,0.07914208222094027,0
7,18,0.41895419359207153,1.8941581988339424,0.0,0.07647053,85.546875,98.046875,0.0749579,-1.5087681872031633,0.0,0.08,0.07647053,0.07647053,0
7,8,1.9372186660766602,1.8941581988339424,0.02247874939197257,0.08244013091065096,14.453125,89.84375,0.07577890150939649,0.02247874939197257,0.02247874939197257,0.09798299951357806,0.08244013091065096,0.08244013091065096,0
7,4,0.7793339490890503,1.8941581988339424,0.0,0.07647053,89.90825688073394,93.57798165137615,0.0749579,-0.888090145547993,0.0,0.08,0.07647053,0.07647053,0
7,11,2.07002329826355,1.8941581988339424,0.08878534437795638,0.10963524174580802,7.421875,98.046875,0.091895370135855,0.08878534437795638,0.08878534437795638,0.1510282755023651,0.10963524174580802,0.10963524174580802,0
7,5,0.6222110986709595,1.8941581988339424,0.0,0.07647053,85.15625,100.0,0.0749579,-1.1132503636857838,0.0,0.08,0.07647053,0.07647053,0
7,19,0.795570969581604,1.8941581988339424,0.0,0.07647053,76.5625,98.4375,0.0749579,-0.8674697316759933,0.0,0.08,0.07647053,0.07647053,0
7,7,1.1848677396774292,1.8941581988339424,0.0,0.07647053,46.875,84.765625,0.0749579,-0.4691433581554232,0.0,0.08,0.07647053,0.07647053,0
7,9,0.5339855551719666,1.8941581988339424,0.0,0.07647053,84.375,97.265625,0.0749579,-1.2661609947670993,0.0,0.08,0.07647053,0.07647053,0
7,6,0.8303098082542419,1.8941581988339424,0.0,0.07647053,74.609375,98.828125,0.0749579,-0.8247308957027937,0.0,0.08,0.07647053,0.07647053,0
7,3,0.7108145952224731,1.8941581988339424,0.0,0.07647053,91.7948717948718,98.97435897435898,0.0749579,-0.9801181581956967,0.0,0.08,0.07647053,0.07647053,0
7,16,1.175344467163086,1.8941581988339424,0.0,0.07694389783615095,65.45454545454545,93.18181818181819,0.07563413976592993,-0.47721324618334465,0.0,0.08,0.07694389783615095,0.07694389783615095,0
7,10,1.0163260698318481,1.8941581988339424,0.0,0.07754864731246984,66.40625,98.046875,0.07649806758924263,-0.6225802804856905,0.0,0.08,0.07754864731246984,0.07754864731246984,0
7,12,0.9615721702575684,1.8941581988339424,0.0,0.08220550499350379,63.28125,94.53125,0.08315072141929114,-0.6779601691668875,0.0,0.08,0.08220550499350379,0.08220550499350379,0
7,17,1.0035556554794312,1.8941581988339424,0.0,0.07647053,45.703125,98.828125,0.0749579,-0.6352251638210727,0.0,0.08,0.07647053,0.07647053,0
7,0,1.1368499994277954,1.8941581988339424,0.0,0.07647053,83.33333333333333,83.33333333333333,0.0749579,-0.5105132346297068,0.0,0.08,0.07647053,0.07647053,0
7,14,0.5281046628952026,1.8941581988339424,0.0,0.07647053,82.82828282828282,97.97979797979798,0.0749579,-1.2772352936705704,0.0,0.08,0.07647053,0.07647053,0
7,15,1.4422938823699951,1.8941581988339424,0.0,0.07647053,57.142857142857146,57.142857142857146,0.0749579,-0.27253969591432153,0.0,0.08,0.07647053,0.07647053,0
8,19,0.8626130819320679,1.8029987702373982,0.0,0.07752937099999999,76.5625,97.265625,0.07647053,-0.7372402852941733,0.0,0.08,0.07752937099999999,0.07752937099999999,0
8,12,0.845022976398468,1.8029987702373982,0.0,0.08154385349545265,66.796875,96.484375,0.08220550499350379,-0.757842716859122,0.0,0.08,0.08154385349545265,0.08154385349545265,0
8,15,1.5414565801620483,1.8029987702373982,0.0,0.07752937099999999,28.571428571428573,57.142857142857146,0.07647053,-0.15672346053217995,0.0,0.08,0.07752937099999999,0.07752937099999999,0
8,11,1.8841779232025146,1.8029987702373982,0.04404034836699785,0.1113143528301451,9.765625,98.828125,0.10963524174580802,0.04404034836699785,0.04404034836699785,0.11523227869359828,0.1113143528301451,0.1113143528301451,0
8,10,0.9236699938774109,1.8029987702373982,0.0,0.07828405311872888,68.359375,97.265625,0.07754864731246984,-0.6688516774930553,0.0,0.08,0.07828405311872888,0.07828405311872888,0
8,2,0.8535746335983276,1.8029987702373982,0.0,0.07752937099999999,80.0,90.76923076923077,0.07647053,-0.7477735523887142,0.0,0.08,0.07752937099999999,0.07752937099999999,0
8,16,1.1149859428405762,1.8029987702373982,0.0,0.07786072848530566,70.0,91.36363636363636,0.07694389783615095,-0.4806094612191289,0.0,0.08,0.07786072848530566,0.07786072848530566,0
8,3,0.8256585597991943,1.8029987702373982,0.0,0.07752937099999999,83.58974358974359,98.97435897435898,0.07647053,-0.7810252123719653,0.0,0.08,0.07752937099999999,0.07752937099999999,0
8,5,0.519239604473114,1.8029987702373982,0.0,0.07752937099999999,82.03125,100.0,0.07647053,-1.244841085143236,0.0,0.08,0.07752937099999999,0.07752937099999999,0
8,0,0.2835372984409332,1.8029987702373982,0.0,0.07752937099999999,83.33333333333333,100.0,0.07647053,-1.849862832736451,0.0,0.08,0.07752937099999999,0.07752937099999999,0
