round,test_acc,train_loss,mu,time_cost
0,0.058376649340263896,2.312712639257485,0.0,0.0
1,0.2070029131204661,2.1785633697056674,0.0,18.55556035041809
2,0.3252984520477523,1.9413941039472244,0.0,16.71295928955078
3,0.40486662477866,1.614002872391344,0.0,18.155879735946655
4,0.4741531958645113,1.3589661989963093,0.0,17.743374824523926
5,0.5161935225909636,1.220984302655906,0.0,17.113343238830566
6,0.5553207288513167,1.1220981211971404,0.0,17.89146137237549
7,0.5899925743988119,1.0326629712697182,0.0,17.613374710083008
8,0.6027874564459931,0.9998463529669085,0.0,17.4829523563385
9,0.6298623407779745,0.9325223746355015,0.0,17.658204078674316
10,0.6387159421945507,0.9170107919601249,0.0,18.851175785064697
11,0.6535100245616039,0.8793623695010346,0.0,16.437456607818604
12,0.661735305877649,0.8511040418369185,0.0,18.67861819267273
13,0.665733706517393,0.8377998072858007,0.0,16.500239610671997
14,0.6685897069743532,0.827847069892389,0.0,18.104551792144775
15,0.6703033072485292,0.8235213207441691,0.0,17.21767830848694
16,0.6729879476780716,0.8150121812029686,0.0,18.66372799873352
17,0.6732735477237677,0.813218048428436,0.0,17.01212430000305
18,0.6796709887473582,0.7841302404587811,0.0,19.306553840637207
19,0.6828697092591535,0.7750630358483183,0.0,16.374621391296387
20,0.6913805906208945,0.7598714690973196,0.0,18.854315996170044
21,0.6921231507397041,0.7552654844117179,0.0,16.733665704727173
22,0.6906380305020848,0.7609429929474398,0.0,17.943915843963623
23,0.6962929114068658,0.7421755490773403,0.0,16.871333837509155
24,0.7006911521105843,0.7286259794593187,0.0,18.874072551727295
25,0.7067458730793397,0.7145287435347837,0.0,15.995631456375122
26,0.7101159536185526,0.7072538750949324,0.0,18.602795839309692
27,0.7061746729879477,0.7147576805952089,0.0,18.06491255760193
28,0.702861712457874,0.7220929115302089,0.0,18.302117824554443
29,0.7044039527046324,0.7142281419983796,0.0,17.898679494857788
30,0.7028045924487348,0.7204085020391522,0.0,19.094512701034546
31,0.7097161135545782,0.7012552670712258,0.0,17.67455291748047
32,0.7083452333352374,0.702384624111064,0.0,18.611434936523438
33,0.7225681156108985,0.6693750489554011,0.0,18.01898694038391
34,0.713657394185183,0.6843723599175074,0.0,17.42764377593994
35,0.7239389958302394,0.6712333464633764,0.0,18.73550510406494
36,0.7207402753184441,0.6696115308773075,0.0,17.452465057373047
37,0.7202833152453304,0.6791092556991636,0.0,18.185773134231567
38,0.732335637173702,0.6468694663351896,0.0,17.375799655914307
39,0.7255954760952762,0.6575808049154025,0.0,17.715068340301514
40,0.7214257154281145,0.6704444051540948,0.0,17.538914918899536
41,0.7289084366253499,0.6579871703749315,0.0,19.295662879943848
42,0.7300508368081339,0.6538708570967581,0.0,16.14892268180847
43,0.7280516364882619,0.6619404074380096,0.0,19.239848375320435
44,0.7327925972468156,0.6455642915253872,0.0,16.816590309143066
45,0.7465013994402239,0.6183721900542888,0.0,17.93670678138733
46,0.7391900382704061,0.6273578893763737,0.0,16.82396674156189
47,0.7415319586451133,0.6312940047628193,0.0,18.878355503082275
48,0.728394356543097,0.6509186583869615,0.0,16.810524940490723
49,0.7411321185811389,0.6260970010014194,0.0,19.04894733428955
50,0.7449020391843263,0.6198489298518844,0.0,16.624542474746704
51,0.7427885988461758,0.6165183536132653,0.0,18.21973180770874
52,0.7429599588735935,0.6178301142640292,0.0,18.2480571269989
53,0.7446164391386303,0.6193605174407663,0.0,17.496193647384644
54,0.7459873193579711,0.6120056720458616,0.0,17.093910694122314
55,0.7481578797052607,0.6101510036199452,0.0,18.26225996017456
56,0.7596390015422403,0.5951808880775994,0.0,18.134644269943237
57,0.7651796424287428,0.5870114060957002,0.0,17.620155334472656
58,0.7595247615239619,0.5866748029328153,0.0,18.50696110725403
59,0.7612383617981379,0.5789841444076549,0.0,16.810105800628662
60,0.7642657222825155,0.5804653538212651,0.0,18.03999900817871
61,0.7604958016793283,0.5821721752729698,0.0,17.6486234664917
62,0.766379162620666,0.5740275130184608,0.0,17.911791563034058
63,0.7648940423830468,0.5749463282119724,0.0,16.947495937347412
64,0.7663220426115268,0.5727082970833828,0.0,19.46115779876709
65,0.7759182041469127,0.561755551351347,0.0,16.84596061706543
66,0.7735762837722054,0.56285600501255,0.0,19.04938769340515
67,0.7679785228765637,0.5699028229277899,0.0,16.939334392547607
68,0.7712343633974982,0.5674299508216492,0.0,18.773234367370605
69,0.7767178842748614,0.5592751041590611,0.0,17.461660146713257
70,0.7846575655452105,0.5441966032368682,0.0,18.599152326583862
71,0.7838578854172616,0.5450874090985209,0.0,16.598626852035522
72,0.7803735648597704,0.5479093145290437,0.0,19.29441499710083
73,0.7873993259838922,0.5353750699770917,0.0,16.148112773895264
74,0.7865425258468042,0.5454671588442137,0.0,18.373109579086304
75,0.7889986862397897,0.5339549805122867,0.0,17.464841604232788
76,0.7888273262123722,0.5311769240585351,0.0,17.90852999687195
77,0.7875706860113098,0.5296242202295856,0.0,17.292604684829712
78,0.7843719654995145,0.5355892478106538,0.0,18.32518243789673
79,0.7903695664591306,0.5303617389981206,0.0,16.833454370498657
80,0.7860284457645513,0.539488690686693,0.0,18.004080772399902
81,0.7983663677386188,0.5135399618388157,0.0,18.519821643829346
82,0.7898554863768779,0.5335688598214043,0.0,16.988014221191406
83,0.7932255669160907,0.5228374186115519,0.0,18.360745191574097
84,0.79328268692523,0.5272909951813906,0.0,17.77233076095581
85,0.7997372479579596,0.517498530526937,0.0,17.652190685272217
86,0.7969383675101388,0.5152729604212543,0.0,17.87294101715088
87,0.7977380476380876,0.5109914552235743,0.0,18.3492488861084
88,0.7996230079396812,0.5111410226434965,0.0,16.855730533599854
89,0.8022505283600846,0.5031697528033768,0.0,19.012030839920044
90,0.8087622094019535,0.49382407324084837,0.0,17.0378520488739
91,0.7943108470897355,0.5163795766789694,0.0,18.41162896156311
92,0.8055634888901583,0.5092908321131151,0.0,17.02754306793213
93,0.8060204489632719,0.5051912296584923,0.0,18.337270736694336
94,0.7959102073456332,0.5125591593926111,0.0,16.498279333114624
95,0.8019078083052493,0.5052717420041295,0.0,18.82394766807556
96,0.8065916490546639,0.49486486349095654,0.0,15.941418170928955
